Address;CategoryID;Category;City;Customer Company;Shippers Company;Customer;Country;EmployeeID;Fax;OrderDate;OrderID;Phone;PostalCode;ProductID;Product;ShipperID;StateProvince;SupplierID;Discount;Freight;Quantity;QuantityPerUnit;UnitCost;UnitPrice;UnitPrice (Products);UnitsInStock;UnitsOnOrder;Sales;Profit;City and Counry
Av. Copacabana, 267;8;Приправы;Рио де Жанейро;Минидисконт;ТрансАвтоГруз;Thom? Lindao;Бразилия;3;;04.02.2007;10877;(21) 555-3412;02389-890;18;Карри;2;;7;0;44.17;25;18;22.сен;25.78;25.май;42;0;#ЗНАЧ!;#ЗНАЧ!;Рио де Жанейро, Бразилия
Rua do Pa?o, 67;1;Фрукты;Рио де Жанейро;Карнавал еды;ТрансАвтоГруз;Joe do Pintho;Бразилия;3;(21) 555-8765;05.02.2007;10253;(21) 555-0091;05454-876;31;Груша;2;;14;0;66.54;20;20;июл.53;авг.28;08.май;0;70;939320;548500;Рио де Жанейро, Бразилия
Rua do Pa?o, 67;2;Овощи;Рио де Жанейро;Карнавал еды;ТрансАвтоГруз;Joe do Pintho;Бразилия;3;(21) 555-8765;05.02.2007;10253;(21) 555-0091;05454-876;39;Кукуруза;2;;18;0;66.54;42;3;48.17;57.95;60;69;0;#ЗНАЧ!;#ЗНАЧ!;Рио де Жанейро, Бразилия
Rua do Pa?o, 67;3;Кондитерские изделия;Рио де Жанейро;Карнавал еды;ТрансАвтоГруз;Joe do Pintho;Бразилия;3;(21) 555-8765;05.02.2007;10253;(21) 555-0091;05454-876;49;Десерт творожный;2;;23;0;66.54;40;1;15.43;19.91;20;10;60;#ЗНАЧ!;#ЗНАЧ!;Рио де Жанейро, Бразилия
2732 Baker Blvd.;1;Фрукты;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;07.02.2007;10945;(503) 555-7555;97403;31;Груша;3;OR;14;0;26.55;10;20;июл.53;07.сен;08.май;0;70;451760;256350;Юджин, США
2732 Baker Blvd.;8;Приправы;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;07.02.2007;10945;(503) 555-7555;97403;13;Корица;3;OR;6;0;26.55;20;25;21.ноя;27.17;25;24;0;#ЗНАЧ!;#ЗНАЧ!;Юджин, США
35 King George;2;Овощи;Лондон;Продуктовый магазин;ТрансАвтоГруз;Greg Thatcher;Англия;9;(171) 555-3373;07.02.2007;10884;(171) 555-0297;WX1 6LT;65;Чеснок;2;;2;0.05;43.67;12;40;авг.68;сен.13;10.май;76;0;498216;197604;Лондон, Англия
35 King George;3;Кондитерские изделия;Лондон;Продуктовый магазин;ТрансАвтоГруз;Greg Thatcher;Англия;9;(171) 555-3373;07.02.2007;10884;(171) 555-0297;WX1 6LT;21;Пирожное Наполеон;2;;8;0.05;43.67;40;1;авг.78;09.сен;10;3;40;1807120;659000;Лондон, Англия
35 King George;5;Мясо/Птица;Лондон;Продуктовый магазин;ТрансАвтоГруз;Greg Thatcher;Англия;9;(171) 555-3373;07.02.2007;10884;(171) 555-0297;WX1 6LT;56;Свинина;2;;26;0.05;43.67;21;15;34.17;41.18;38;21;10;#ЗНАЧ!;#ЗНАЧ!;Лондон, Англия
89 Chiaroscuro Rd.;4;Молочные продукты;Портланд;Все Для ВАС;АвтоЛогистика;Andrea Pamelsson;США;1;(503) 555-9646;08.02.2007;11018;(503) 555-9573;97219;12;Йогурт 5%;3;OR;5;0;45.7;20;20;июл.92;сен.71;10;86;0;523540;-152180;Портланд, США
89 Chiaroscuro Rd.;5;Мясо/Птица;Портланд;Все Для ВАС;АвтоЛогистика;Andrea Pamelsson;США;1;(503) 555-9646;08.02.2007;11018;(503) 555-9573;97219;56;Свинина;3;OR;26;0;45.7;5;15;34.17;36.02;38;21;10;#ЗНАЧ!;#ЗНАЧ!;Портланд, США
89 Chiaroscuro Rd.;8;Приправы;Портланд;Все Для ВАС;АвтоЛогистика;Andrea Pamelsson;США;1;(503) 555-9646;08.02.2007;11018;(503) 555-9573;97219;18;Карри;3;OR;7;0;45.7;10;18;22.сен;27.56;25.май;42;0;#ЗНАЧ!;#ЗНАЧ!;Портланд, США
2732 Baker Blvd.;2;Овощи;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;09.02.2007;10831;(503) 555-7555;97403;38;Баклажан;3;OR;18;0;78.1;8;4;62.38;85.85;80.5;17;0;#ЗНАЧ!;#ЗНАЧ!;Юджин, США
2732 Baker Blvd.;3;Кондитерские изделия;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;09.02.2007;10831;(503) 555-7555;97403;19;Печенье сахарное;3;OR;8;0;78.1;2;1;07.апр;10.сен;09.фев;25;0;90358;312;Юджин, США
2732 Baker Blvd.;4;Молочные продукты;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;09.02.2007;10831;(503) 555-7555;97403;35;Творожный сырок;3;OR;16;0;78.1;8;14;май.17;май.64;6;20;0;187984;-154864;Юджин, США
2732 Baker Blvd.;4;Молочные продукты;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;09.02.2007;10831;(503) 555-7555;97403;43;Молоко 1%;3;OR;20;0;78.1;9;1;окт.48;дек.66;12;17;10;219978;59715;Юджин, США
Walserweg 21;1;Фрукты;Аахен;Дикси;ТрансАвтоГруз;Lars von Holstein;Германия;7;0241-059428;10.02.2007;10538;0241-039123;52066;70;Ананас;2;;7;0;28.79;7;15;24.98;30.36;29;15;10;#ЗНАЧ!;#ЗНАЧ!;Аахен, Германия
Walserweg 21;2;Овощи;Аахен;Дикси;ТрансАвтоГруз;Lars von Holstein;Германия;7;0241-059428;10.02.2007;10538;0241-039123;52066;72;Перец болгарский;2;;14;0;28.79;1;30;авг.96;ноя.58;11.авг;14;0;21490;-13788;Аахен, Германия
Av. In?s de Castro, 414;6;Морепродукты;Сан Паоло;Маленький Супермаркет;ТрансАвтоГруз;Mercedes Couto;Бразилия;3;(11) 555-2168;10.02.2007;10834;(11) 555-2167;05442-030;29;Креветки;2;;12;0.05;66.49;8;1;100.74;133.82;123.79;0;0;#ЗНАЧ!;#ЗНАЧ!;Сан Паоло, Бразилия
Av. In?s de Castro, 414;8;Приправы;Сан Паоло;Маленький Супермаркет;ТрансАвтоГруз;Mercedes Couto;Бразилия;3;(11) 555-2168;10.02.2007;10834;(11) 555-2167;05442-030;30;Прованские травы;2;;13;0.05;66.49;20;1;22.71;24.37;25.89;10;0;#ЗНАЧ!;#ЗНАЧ!;Сан Паоло, Бразилия
1900 Oak St.;3;Кондитерские изделия;Ванкувер;Милелниум;АвтоЛогистика;Joe Barry;Канада;1;(604) 555-7293;11.02.2007;10836;(604) 555-3392;V3F 2K1;60;Сладкий снек;3;BC;28;0;76.57;60;53;апр.44;апр.66;5;19;0;1451880;482100;Ванкувер, Канада
1900 Oak St.;4;Молочные продукты;Ванкувер;Милелниум;АвтоЛогистика;Joe Barry;Канада;1;(604) 555-7293;11.02.2007;10836;(604) 555-3392;V3F 2K1;35;Творожный сырок;3;BC;16;0;76.57;6;14;май.17;июн.38;6;20;0;84192;-172944;Ванкувер, Канада
1900 Oak St.;5;Мясо/Птица;Ванкувер;Милелниум;АвтоЛогистика;Joe Barry;Канада;1;(604) 555-7293;11.02.2007;10836;(604) 555-3392;V3F 2K1;22;Курица;3;BC;9;0;76.57;52;90;фев.65;мар.54;03.май;104;0;1028768;-207480;Ванкувер, Канада
1900 Oak St.;5;Мясо/Птица;Ванкувер;Милелниум;АвтоЛогистика;Joe Barry;Канада;1;(604) 555-7293;11.02.2007;10836;(604) 555-3392;V3F 2K1;64;Фарш говяжий;3;BC;12;0;76.57;30;1;29.25;31.63;33.25;22;80;#ЗНАЧ!;#ЗНАЧ!;Ванкувер, Канада
1900 Oak St.;5;Мясо/Птица;Ванкувер;Милелниум;АвтоЛогистика;Joe Barry;Канада;1;(604) 555-7293;11.02.2007;10836;(604) 555-3392;V3F 2K1;57;Фарш свиной;3;BC;26;0;76.57;24;20;16.14;19.27;19.май;36;0;#ЗНАЧ!;#ЗНАЧ!;Ванкувер, Канада
Walserweg 21;1;Фрукты;Аахен;Дикси;ТрансАвтоГруз;Lars von Holstein;Германия;7;0241-059428;12.02.2007;10258;0241-039123;52066;2;Апельсин;2;;1;0.2;68.14;50;10;16.17;20.фев;19;17;40;2248850;#ЗНАЧ!;Аахен, Германия
Walserweg 21;1;Фрукты;Аахен;Дикси;ТрансАвтоГруз;Lars von Holstein;Германия;7;0241-059428;12.02.2007;10258;0241-039123;52066;5;Яблоко;2;;2;0.2;68.14;65;100;апр.72;июн.13;6;0;0;2692690;977340;Аахен, Германия
Walserweg 21;4;Молочные продукты;Аахен;Дикси;ТрансАвтоГруз;Lars von Holstein;Германия;7;0241-059428;12.02.2007;10258;0241-039123;52066;32;Йогурт 1%;2;;14;0.2;68.14;6;30;15.дек;19.35;19;9;40;#ЗНАЧ!;#ЗНАЧ!;Аахен, Германия
Rua da Panificadora, 12;3;Кондитерские изделия;Рио де Жанейро;Копакобана;ТрансАвтоГруз;Giovanni Santhos;Бразилия;2;(21) 555-4545;14.02.2007;10261;(21) 555-4252;02389-673;21;Пирожное Наполеон;2;;8;0;63.78;20;1;авг.78;10.янв;10;3;40;898720;324660;Рио де Жанейро, Бразилия
Rua da Panificadora, 12;4;Молочные продукты;Рио де Жанейро;Копакобана;ТрансАвтоГруз;Giovanni Santhos;Бразилия;2;(21) 555-4545;14.02.2007;10261;(21) 555-4252;02389-673;35;Творожный сырок;2;;16;0;63.78;20;14;май.17;июн.56;6;20;0;412140;-444980;Рио де Жанейро, Бразилия
Avda. Azteca 123;1;Фрукты;Мехико;Дон Педро;АвтоЛогистика;Peloto Gomez;Мексика;1;;15.02.2007;10842;(5) 555-2933;5033;11;Киви;3;;5;0;54.66;15;25;21.янв;25.43;28;22;30;#ЗНАЧ!;#ЗНАЧ!;Мехико, Мексика
Avda. Azteca 123;1;Фрукты;Мехико;Дон Педро;АвтоЛогистика;Peloto Gomez;Мексика;1;;15.02.2007;10842;(5) 555-2933;5033;70;Ананас;3;;7;0;54.66;12;15;24.98;26.82;29;15;10;#ЗНАЧ!;#ЗНАЧ!;Мехико, Мексика
Avda. Azteca 123;3;Кондитерские изделия;Мехико;Дон Педро;АвтоЛогистика;Peloto Gomez;Мексика;1;;15.02.2007;10842;(5) 555-2933;5033;68;Сладкий батончик;3;;8;0;54.66;20;1;сен.67;13.27;12.май;6;10;#ЗНАЧ!;#ЗНАЧ!;Мехико, Мексика
Avda. Azteca 123;4;Молочные продукты;Мехико;Дон Педро;АвтоЛогистика;Peloto Gomez;Мексика;1;;15.02.2007;10842;(5) 555-2933;5033;43;Молоко 1%;3;;20;0;54.66;5;1;окт.48;11.сен;12;17;10;225900;136865;Мехико, Мексика
Taucherstra?e 10;4;Молочные продукты;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;16.02.2007;10845;0372-035188;1307;35;Творожный сырок;2;;16;0.1;47.94;25;14;май.17;июн.49;6;20;0;451250;-620150;Кюневальд, Германия
Taucherstra?e 10;5;Мясо/Птица;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;16.02.2007;10845;0372-035188;1307;23;Индейка;2;;9;0.1;47.94;70;100;июл.43;сен.37;9;61;0;963130;-149030;Кюневальд, Германия
Taucherstra?e 10;5;Мясо/Птица;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;16.02.2007;10845;0372-035188;1307;64;Фарш говяжий;2;;12;0;47.94;48;1;29.25;34.46;33.25;22;80;#ЗНАЧ!;#ЗНАЧ!;Кюневальд, Германия
Taucherstra?e 10;5;Мясо/Птица;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;16.02.2007;10845;0372-035188;1307;42;Утка;2;;20;0.1;47.94;42;1;окт.95;13.45;14;26;0;#ЗНАЧ!;#ЗНАЧ!;Кюневальд, Германия
Taucherstra?e 10;8;Приправы;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;16.02.2007;10845;0372-035188;1307;58;Бадьян;2;;27;0.1;47.94;60;20;37.17;50.24;48.25;62;0;#ЗНАЧ!;#ЗНАЧ!;Кюневальд, Германия
2732 Baker Blvd.;3;Кондитерские изделия;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;17.02.2007;10513;(503) 555-7555;97403;21;Пирожное Наполеон;3;OR;8;0.2;53.37;40;1;авг.78;сен.91;10;3;40;1339280;191160;Юджин, США
2732 Baker Blvd.;3;Кондитерские изделия;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;17.02.2007;10513;(503) 555-7555;97403;61;Шоколад Снежинка;3;OR;29;0.2;53.37;15;20;22.24;25.57;26.май;113;0;#ЗНАЧ!;#ЗНАЧ!;Юджин, США
2732 Baker Blvd.;4;Молочные продукты;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;17.02.2007;10513;(503) 555-7555;97403;32;Йогурт 1%;3;OR;14;0.2;53.37;50;30;15.дек;17.99;19;9;40;#ЗНАЧ!;#ЗНАЧ!;Юджин, США
Taucherstra?e 10;1;Фрукты;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;18.02.2007;10263;0372-035188;1307;24;Абрикос;2;;10;0;30.64;28;100;03.сен;04.сен;04.май;20;0;1264844;28;Кюневальд, Германия
Taucherstra?e 10;3;Кондитерские изделия;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;18.02.2007;10263;0372-035188;1307;16;Печенье сдобное;2;;7;0.25;30.64;60;24;июл.33;сен.46;сен.45;29;0;1022760;288600;Кюневальд, Германия
Taucherstra?e 10;7;Крупы;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;18.02.2007;10263;0372-035188;1307;74;Овсянная крупа;2;;4;0.25;30.64;36;30;24.39;27.87;30;4;20;#ЗНАЧ!;#ЗНАЧ!;Кюневальд, Германия
Taucherstra?e 10;8;Приправы;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;18.02.2007;10263;0372-035188;1307;30;Прованские травы;2;;13;0.25;30.64;60;1;22.71;26.57;25.89;10;0;#ЗНАЧ!;#ЗНАЧ!;Кюневальд, Германия
Av. Brasil, 442;1;Фрукты;Кампинас;Карнавал продуктов;ТрансАвтоГруз;Anna Figo;Бразилия;9;;19.02.2007;11049;(11) 555-9482;04876-786;2;Апельсин;2;;1;0.2;21.83;10;10;16.17;18.июл;19;17;40;451250;#ЗНАЧ!;Кампинас, Бразилия
Av. Brasil, 442;4;Молочные продукты;Кампинас;Карнавал продуктов;ТрансАвтоГруз;Anna Figo;Бразилия;9;;19.02.2007;11049;(11) 555-9482;04876-786;12;Йогурт 5%;2;;5;0.2;21.83;4;20;июл.92;сен.22;10;86;0;179220;44076;Кампинас, Бразилия
Torikatu 38;4;Молочные продукты;Оулу;Пееркии Уурк;ТрансАвтоГруз;Miiko Heikill?;Финляндия;8;981-443655;21.02.2007;10266;981-443655;90110;12;Йогурт 5%;2;;5;0.05;32.72;12;20;июл.92;окт.16;10;86;0;511728;106296;Оулу, Финляндия
Berliner Platz 43;1;Фрукты;Мюнхен;Мюнхенские традиции;ТрансАвтоГруз;Dieter K?ln;Германия;7;089-0877451;22.02.2007;10396;089-0877310;80805;71;Персик;2;;15;0;52.14;60;10;26.49;29.67;30.май;26;0;#ЗНАЧ!;#ЗНАЧ!;Мюнхен, Германия
Berliner Platz 43;2;Овощи;Мюнхен;Мюнхенские традиции;ТрансАвтоГруз;Dieter K?ln;Германия;7;089-0877451;22.02.2007;10396;089-0877310;80805;72;Перец болгарский;2;;14;0;52.14;21;30;авг.96;окт.96;11.авг;14;0;742119;1281;Мюнхен, Германия
Berliner Platz 43;5;Мясо/Птица;Мюнхен;Мюнхенские традиции;ТрансАвтоГруз;Dieter K?ln;Германия;7;089-0877451;22.02.2007;10396;089-0877310;80805;23;Индейка;2;;9;0;52.14;40;100;июл.43;08.июн;9;61;0;1803400;1167880;Мюнхен, Германия
Berguvsv?gen 8;2;Овощи;Лулеа;Магазин для всей семьи;ТрансАвтоГруз;Urra Gurra Aktersnurra;Швеция;3;0921-12 34 67;23.02.2007;10857;0921-12 34 65;S-958 22;3;Помидор;2;;1;0;38.51;30;20;15.45;19.59;20;13;70;#ЗНАЧ!;#ЗНАЧ!;Лулеа, Швеция
Berguvsv?gen 8;3;Кондитерские изделия;Лулеа;Магазин для всей семьи;ТрансАвтоГруз;Urra Gurra Aktersnurra;Швеция;3;0921-12 34 67;23.02.2007;10857;0921-12 34 65;S-958 22;26;Пирожное Восточное;2;;11;0.25;38.51;35;1;26.13;29.58;31.23;15;0;#ЗНАЧ!;#ЗНАЧ!;Лулеа, Швеция
Berguvsv?gen 8;6;Морепродукты;Лулеа;Магазин для всей семьи;ТрансАвтоГруз;Urra Gurra Aktersnurra;Швеция;3;0921-12 34 67;23.02.2007;10857;0921-12 34 65;S-958 22;29;Креветки;2;;12;0.25;38.51;10;1;100.74;121.7;123.79;0;0;#ЗНАЧ!;#ЗНАЧ!;Лулеа, Швеция
1 rue Alsace-Lorraine;2;Овощи;Тулуза;Магнит;ТрансСервис;Louise Davu;Франция;4;61.77.61.11;26.02.2007;10923;61.77.61.10;31000;67;Помидор черри;1;;16;0.2;76.9;24;26;46.1;63.97;60;52;0;#ЗНАЧ!;#ЗНАЧ!;Тулуза, Франция
1 rue Alsace-Lorraine;4;Молочные продукты;Тулуза;Магнит;ТрансСервис;Louise Davu;Франция;4;61.77.61.11;26.02.2007;10923;61.77.61.10;31000;43;Молоко 1%;1;;20;0.2;76.9;10;1;окт.48;дек.84;12;17;10;310170;132100;Тулуза, Франция
1 rue Alsace-Lorraine;5;Мясо/Птица;Тулуза;Магнит;ТрансСервис;Louise Davu;Франция;4;61.77.61.11;26.02.2007;10923;61.77.61.10;31000;42;Утка;1;;20;0.2;76.9;10;1;окт.95;13.фев;14;26;0;449700;99970;Тулуза, Франция
Torikatu 38;4;Молочные продукты;Оулу;Пееркии Уурк;ТрансАвтоГруз;Miiko Heikill?;Финляндия;7;981-443655;27.02.2007;10270;981-443655;90110;43;Молоко 1%;2;;20;0;21.29;25;1;окт.48;13.июн;12;17;10;1127250;682075;Оулу, Финляндия
Torikatu 38;8;Приправы;Оулу;Пееркии Уурк;ТрансАвтоГруз;Miiko Heikill?;Финляндия;7;981-443655;27.02.2007;10270;981-443655;90110;36;Тмин;2;;17;0;21.29;30;20;июн.45;июл.78;8;112;0;860160;362490;Оулу, Финляндия
Carrera 22 con Ave. Carlos Soublette #8-35;1;Фрукты;Сан Кристобаль;Дешевые продукты;ТрансАвтоГруз;Nicolas Balines;Венесуэла;9;(5) 555-1948;28.02.2007;10863;(5) 555-1340;5022;1;Банан;2;;1;0.15;52.24;20;10;15.37;20.июл;20;39;0;902540;#ЗНАЧ!;Сан Кристобаль, Венесуэла
Carrera 22 con Ave. Carlos Soublette #8-35;8;Приправы;Сан Кристобаль;Дешевые продукты;ТрансАвтоГруз;Nicolas Balines;Венесуэла;9;(5) 555-1948;28.02.2007;10863;(5) 555-1340;5022;58;Бадьян;2;;27;0.15;52.24;12;20;37.17;44.73;48.25;62;0;#ЗНАЧ!;#ЗНАЧ!;Сан Кристобаль, Венесуэла
89 Chiaroscuro Rd.;2;Овощи;Портланд;Все Для ВАС;АвтоЛогистика;Andrea Pamelsson;США;1;(503) 555-9646;01.03.2007;10867;(503) 555-9573;97219;53;Патиссон;3;OR;24;0;37.25;3;6;52.38;65.99;60.8;0;0;#ЗНАЧ!;#ЗНАЧ!;Портланд, США
2732 Baker Blvd.;1;Фрукты;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;02.03.2007;10869;(503) 555-7555;97403;1;Банан;3;OR;1;0;44.38;40;10;15.37;21.май;20;39;0;1802680;#ЗНАЧ!;Юджин, США
2732 Baker Blvd.;1;Фрукты;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;02.03.2007;10869;(503) 555-7555;97403;11;Киви;3;OR;5;0;44.38;10;25;21.янв;29.95;28;22;30;#ЗНАЧ!;#ЗНАЧ!;Юджин, США
2732 Baker Blvd.;3;Кондитерские изделия;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;02.03.2007;10869;(503) 555-7555;97403;68;Сладкий батончик;3;OR;8;0;44.38;20;1;сен.67;13.68;12.май;6;10;#ЗНАЧ!;#ЗНАЧ!;Юджин, США
2732 Baker Blvd.;5;Мясо/Птица;Юджин;Магазинчик на Углу;АвтоЛогистика;Ross The Boss;США;1;;02.03.2007;10869;(503) 555-7555;97403;23;Индейка;3;OR;9;0;44.38;50;100;июл.43;авг.38;9;61;0;704650;-89750;Юджин, США
Avda. de la Constituci?n 2222;1;Фрукты;Мехико;Пятерочка;ТрансАвтоГруз;Paco el Maco;Мексика;3;(5) 555-3745;02.03.2007;10926;(5) 555-4729;5021;11;Киви;2;;5;0;59.53;2;25;21.янв;27.49;28;22;30;#ЗНАЧ!;#ЗНАЧ!;Мехико, Мексика
Alameda dos Can?rios, 891;2;Овощи;Сан Паоло;Все для Кухни;ТрансАвтоГруз;Jorge Alemaio;Бразилия;2;;02.03.2007;10372;(11) 555-1189;05487-020;72;Перец болгарский;2;;14;0.25;30.16;42;30;авг.96;окт.75;11.авг;14;0;1162056;-319620;Сан Паоло, Бразилия
Alameda dos Can?rios, 891;2;Овощи;Сан Паоло;Все для Кухни;ТрансАвтоГруз;Jorge Alemaio;Бразилия;2;;02.03.2007;10372;(11) 555-1189;05487-020;38;Баклажан;2;;18;0.25;30.16;40;4;62.38;77.94;80.5;17;0;#ЗНАЧ!;#ЗНАЧ!;Сан Паоло, Бразилия
Avda. de la Constituci?n 2222;2;Овощи;Мехико;Пятерочка;ТрансАвтоГруз;Paco el Maco;Мексика;3;(5) 555-3745;02.03.2007;10926;(5) 555-4729;5021;72;Перец болгарский;2;;14;0;59.53;10;30;авг.96;12.янв;11.авг;14;0;449380;96600;Мехико, Мексика
Alameda dos Can?rios, 891;3;Кондитерские изделия;Сан Паоло;Все для Кухни;ТрансАвтоГруз;Jorge Alemaio;Бразилия;2;;02.03.2007;10372;(11) 555-1189;05487-020;20;Блинчики с начинкой;2;;8;0.25;30.16;12;1;64.49;81.24;81;40;0;#ЗНАЧ!;#ЗНАЧ!;Сан Паоло, Бразилия
Alameda dos Can?rios, 891;3;Кондитерские изделия;Сан Паоло;Все для Кухни;ТрансАвтоГруз;Jorge Alemaio;Бразилия;2;;02.03.2007;10372;(11) 555-1189;05487-020;60;Сладкий снек;2;;28;0.25;30.16;70;53;апр.44;05.мар;5;19;0;3149300;2017890;Сан Паоло, Бразилия
Avda. de la Constituci?n 2222;3;Кондитерские изделия;Мехико;Пятерочка;ТрансАвтоГруз;Paco el Maco;Мексика;3;(5) 555-3745;02.03.2007;10926;(5) 555-4729;5021;19;Печенье сахарное;2;;8;0;59.53;7;1;07.апр;авг.64;09.фев;25;0;165130;-150031;Мехико, Мексика
Avda. de la Constituci?n 2222;8;Приправы;Мехико;Пятерочка;ТрансАвтоГруз;Paco el Maco;Мексика;3;(5) 555-3745;02.03.2007;10926;(5) 555-4729;5021;13;Корица;2;;6;0;59.53;10;25;21.ноя;23.май;25;24;0;450690;-1820;Мехико, Мексика
Taucherstra?e 10;2;Овощи;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;8;;03.03.2007;10527;0372-035188;1307;4;Огурец;2;;2;0.1;50.43;15;15;19.34;23.53;22;53;0;#ЗНАЧ!;#ЗНАЧ!;Кюневальд, Германия
Taucherstra?e 10;8;Приправы;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;8;;03.03.2007;10527;0372-035188;1307;36;Тмин;2;;17;0.1;50.43;30;20;июн.45;08.апр;8;112;0;1350720;853050;Кюневальд, Германия
722 DaVinci Blvd.;1;Фрукты;Киркланд;Бонд;АвтоЛогистика;Mark Stark;США;1;(206) 555-2174;04.03.2007;10918;(206) 555-8257;98034;1;Банан;3;WA;1;0.25;34.42;60;10;15.37;19.45;20;39;0;#ЗНАЧ!;#ЗНАЧ!;Киркланд, США
722 DaVinci Blvd.;3;Кондитерские изделия;Киркланд;Бонд;АвтоЛогистика;Mark Stark;США;1;(206) 555-2174;04.03.2007;10918;(206) 555-8257;98034;60;Сладкий снек;3;WA;28;0.25;34.42;25;53;апр.44;05.янв;5;19;0;1123275;719200;Киркланд, США
59 rue de l'Abbaye;1;Фрукты;Реймс;Молли;ТрансСервис;Henry Renault;Франция;5;26.47.15.11;04.03.2007;10274;26.47.15.10;51100;71;Персик;1;;15;0;35.09;20;10;26.49;31.17;30.май;26;0;#ЗНАЧ!;#ЗНАЧ!;Реймс, Франция
59 rue de l'Abbaye;2;Овощи;Реймс;Молли;ТрансСервис;Henry Renault;Франция;5;26.47.15.11;04.03.2007;10274;26.47.15.10;51100;72;Перец болгарский;1;;14;0;35.09;7;30;авг.96;ноя.99;11.авг;14;0;255255;8309;Реймс, Франция
"Piso 20-A""";3;Кондитерские изделия;Буэнос Айрес;Лос Эспадрильйос Фантастикос;ТрансАвтоГруз;Don Gerardo;Аргентина;3;(1) 135-5535;06.03.2007;10531;(1) 135-5333;1010;59;Чупа-Чупс;2;;28;0;21.39;2;105;июн.69;07.сен;08.май;79;0;90352;39642;Буэнос Айрес, Аргентина
35 King George;2;Овощи;Лондон;Продуктовый магазин;ТрансАвтоГруз;Greg Thatcher;Англия;9;(171) 555-3373;07.03.2007;10532;(171) 555-0297;WX1 6LT;66;Цветная капуста;2;;2;0;78.04;24;15;16.58;18.72;19;4;100;#ЗНАЧ!;#ЗНАЧ!;Лондон, Англия
Obere Str. 57;3;Кондитерские изделия;Берлин;Копейка;ТрансАвтоГруз;Albert von Einstein;Германия;7;030-0076545;07.03.2007;10277;030-0074321;12209;62;Шоколад Молочное Чудо;2;;29;0;77.65;12;30;25.39;30.авг;29.мар;17;0;542016;#ЗНАЧ!;Берлин, Германия
Obere Str. 57;7;Крупы;Берлин;Копейка;ТрансАвтоГруз;Albert von Einstein;Германия;7;030-0076545;07.03.2007;10277;030-0074321;12209;28;Рис;2;;12;0;77.65;20;1;36.81;44.48;45.6;26;0;#ЗНАЧ!;#ЗНАЧ!;Берлин, Германия
35 King George;8;Приправы;Лондон;Продуктовый магазин;ТрансАвтоГруз;Greg Thatcher;Англия;9;(171) 555-3373;07.03.2007;10532;(171) 555-0297;WX1 6LT;30;Прованские травы;2;;13;0;78.04;15;1;22.71;24.66;25.89;10;0;#ЗНАЧ!;#ЗНАЧ!;Лондон, Англия
12, rue des Bouchers;5;Мясо/Птица;Марсель;АТАК;ТрансСервис;Bernard de Gaule;Франция;4;91.24.45.41;07.03.2007;10876;91.24.45.40;13008;64;Фарш говяжий;1;;12;0;26.13;20;1;29.25;35.86;33.25;22;80;#ЗНАЧ!;#ЗНАЧ!;Марсель, Франция
12, rue des Bouchers;8;Приправы;Марсель;АТАК;ТрансСервис;Bernard de Gaule;Франция;4;91.24.45.41;07.03.2007;10876;91.24.45.40;13008;46;Укроп;1;;21;0;26.13;21;40;09.июл;дек.23;12;95;0;950481;3045;Марсель, Франция
Taucherstra?e 10;1;Фрукты;Кюневальд;Грюнвальд;ТрансАвтоГруз;George Essen;Германия;7;;08.03.2007;10938;0372-035188;1307;71;Персик;2;;15;0.25;30.44;35;10;26.49;32.27;30.май;26;0;#ЗНАЧ!;#ЗНАЧ!;Кюневальд, Германия
